DocType	DocEntry	DocumentNumber	DocumentDate	CustomerCode	CustomerName	LineNum	ItemCode	ItemDesc	Quantity	ReasonCode
Sales Order	248	248	04-04-2015 00:00:00	C00000000000013	Madhu	10	50114136017-996-48R	Leisure Trousers Long	5		
Sales Order	248	248	04-04-2015 00:00:00	C00000000000013	Madhu	11	50114136015-996-44R	Leisure Trousers Long	1		
Sales Order	249	249	04-04-2015 00:00:00	C00000000000013	Madhu	0	50114136007-827-42	Skirt Long Wide	0.5		
Sales Order	249	249	04-04-2015 00:00:00	C00000000000013	Madhu	1	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	249	249	04-04-2015 00:00:00	C00000000000013	Madhu	2	50114136009-827-46	Skirt Long Wide	5		
Sales Order	249	249	04-04-2015 00:00:00	C00000000000013	Madhu	3	50114136009-827-46	Skirt Long Wide	5		
Sales Order	249	249	04-04-2015 00:00:00	C00000000000013	Madhu	4	50114136006-827-40	Skirt Long Wide	5		
Sales Order	249	249	04-04-2015 00:00:00	C00000000000013	Madhu	5	50114136008-827-44	Skirt Long Wide	1		
Sales Order	250	250	04-04-2015 00:00:00	C00000000000014	TME	0	50114136016-996-46R	Leisure Trousers Long	0.5		
Sales Order	250	250	04-04-2015 00:00:00	C00000000000014	TME	1	50114136016-996-46R	Leisure Trousers Long	1		
Sales Order	250	250	04-04-2015 00:00:00	C00000000000014	TME	2	50114136012-996-38R	Leisure Trousers Long	5		
Sales Order	250	250	04-04-2015 00:00:00	C00000000000014	TME	3	50114136016-996-46R	Leisure Trousers Long	5		
Sales Order	250	250	04-04-2015 00:00:00	C00000000000014	TME	4	50114136016-996-46R	Leisure Trousers Long	5		
Sales Order	250	250	04-04-2015 00:00:00	C00000000000014	TME	5	50114136013-996-40R	Leisure Trousers Long	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	0	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	1	50114136008-827-44	Skirt Long Wide	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	2	50114136015-996-44R	Leisure Trousers Long	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	3	50114136028-8277-42R	Jeans Long	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	4	50114136035-8019-42	Jacket Knit Fabrics	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	5	50114136057-595-44	Jacket Knitwear	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	6	50114136016-996-46R	Leisure Trousers Long	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	7	50114136747-996-46	T-Shirt Short-Sleeve Roundneck	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	8	C00004	Tower Case with Power supply	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	9	50114136015-996-44R	Leisure Trousers Long	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	10	C00007	Hard Disk Seagate 400 GB	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	11	50114136107-8789-46	Top Knitted Fabric	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	12	50114136017-996-48R	Leisure Trousers Long	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	13	50114136748-996-48	T-Shirt Short-Sleeve Roundneck	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	14	50114136012-996-38R	Leisure Trousers Long	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	15	50114136015-996-44R	Leisure Trousers Long	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	16	C00007	Hard Disk Seagate 400 GB	1		
Sales Order	251	251	05-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	17	50114136105-8789-42	Top Knitted Fabric	1		
Sales Order	252	252	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	252	252	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136005-827-38	Skirt Long Wide	1		
Sales Order	252	252	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	2	50114136011-996-36R	Leisure Trousers Long	1		
Sales Order	252	252	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	3	50114136025-8277-36R	Jeans Long	1		
Sales Order	252	252	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	4	50114136032-8019-36	Jacket Knit Fabrics	1		
Sales Order	252	252	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	5	50114136053-595-36	Jacket Knitwear	1		
Sales Order	253	253	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136011-996-36R	Leisure Trousers Long	1		
Sales Order	253	253	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136742-996-36	T-Shirt Short-Sleeve Roundneck	1		
Sales Order	253	253	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	2	B10000	Printer Label	1		
Sales Order	253	253	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	3	P10002	"PC - P4 2.4G, DDR 1024M, 400G HD"	1		
Sales Order	253	253	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	4	C00005	WLAN Card	1		
Sales Order	253	253	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	5	50114136108-8789-48	Top Knitted Fabric	1		
Sales Order	254	254	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136011-996-36R	Leisure Trousers Long	1		
Sales Order	254	254	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136742-996-36	T-Shirt Short-Sleeve Roundneck	1		
Sales Order	254	254	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	2	B10000	Printer Label	1		
Sales Order	254	254	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	3	P10002	"PC - P4 2.4G, DDR 1024M, 400G HD"	1		
Sales Order	254	254	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	4	C00005	WLAN Card	1		
Sales Order	254	254	05-04-2015 00:00:00	C00000000000016	HYMAVATHI	5	50114136108-8789-48	Top Knitted Fabric	1		
Sales Order	255	255	07-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	0	FINISHEDGOODS_01	FINISHED GOODS 01	1		
Sales Order	255	255	07-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	1	50114136743-996-38	T-Shirt Short-Sleeve Roundneck	1		
Sales Order	255	255	07-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	2	C00002	Motherboard P4 Turbo - Asus Chipset	1		
Sales Order	255	255	07-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	3	P10002	"PC - P4 2.4G, DDR 1024M, 400G HD"	1		
Sales Order	255	255	07-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	4	C00005	WLAN Card	1		
Sales Order	255	255	07-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	5	50114136108-8789-48	Top Knitted Fabric	1		
Sales Order	256	256	07-04-2015 00:00:00	C00000000000022	RAJAN	0	50114136002-8389-42	Skirt Long Wide	1		
Sales Order	256	256	07-04-2015 00:00:00	C00000000000022	RAJAN	1	50114136007-827-42	Skirt Long Wide	1		
Sales Order	256	256	07-04-2015 00:00:00	C00000000000022	RAJAN	2	50114136015-996-44R	Leisure Trousers Long	1		
Sales Order	256	256	07-04-2015 00:00:00	C00000000000022	RAJAN	3	50114136027-8277-40R	Jeans Long	1		
Sales Order	256	256	07-04-2015 00:00:00	C00000000000022	RAJAN	4	50114136035-8019-42	Jacket Knit Fabrics	1		
Sales Order	256	256	07-04-2015 00:00:00	C00000000000022	RAJAN	5	50114136058-595-46	Jacket Knitwear	1		
Sales Order	257	257	07-04-2015 00:00:00	C00000000000022	RAJAN	0	50114136013-996-40R	Leisure Trousers Long	1		
Sales Order	257	257	07-04-2015 00:00:00	C00000000000022	RAJAN	1	50114136746-996-44	T-Shirt Short-Sleeve Roundneck	1		
Sales Order	257	257	07-04-2015 00:00:00	C00000000000022	RAJAN	2	LM4029MC	Memory Chip	1		
Sales Order	257	257	07-04-2015 00:00:00	C00000000000022	RAJAN	3	50114136106-8789-44	Top Knitted Fabric	1		
Sales Order	258	258	07-04-2015 00:00:00	C00000000000024	RAJAN_1	0	50114136013-996-40R	Leisure Trousers Long	1		
Sales Order	258	258	07-04-2015 00:00:00	C00000000000024	RAJAN_1	1	C00002	Motherboard P4 Turbo - Asus Chipset	1		
Sales Order	258	258	07-04-2015 00:00:00	C00000000000024	RAJAN_1	2	50114136104-8789-40	Top Knitted Fabric	1		
Sales Order	259	259	09-04-2015 00:00:00	C00000000000024	RAJAN_1	0	50114136012-996-38R	Leisure Trousers Long	1		
Sales Order	259	259	09-04-2015 00:00:00	C00000000000024	RAJAN_1	1	50114136745-996-42	T-Shirt Short-Sleeve Roundneck	1.5		
Sales Order	259	259	09-04-2015 00:00:00	C00000000000024	RAJAN_1	2	C00001	Motherboard P4 Turbo	2		
Sales Order	259	259	09-04-2015 00:00:00	C00000000000024	RAJAN_1	3	50114136020-8760-40R	Crop Leisure Trousers	4		
Sales Order	259	259	09-04-2015 00:00:00	C00000000000024	RAJAN_1	4	C00009	Keyboard Comfort USB	2		
Sales Order	259	259	09-04-2015 00:00:00	C00000000000024	RAJAN_1	5	50114136107-8789-46	Top Knitted Fabric	2		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	0	50114136012-996-38R	Leisure Trousers Long	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	1	50114136742-996-36	T-Shirt Short-Sleeve Roundneck	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	2	C00002	Motherboard P4 Turbo - Asus Chipset	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	3	50114136020-8760-40R	Crop Leisure Trousers	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	4	C00005	WLAN Card	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	5	50114136107-8789-46	Top Knitted Fabric	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	6	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	7	50114136006-827-40	Skirt Long Wide	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	8	50114136014-996-42R	Leisure Trousers Long	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	9	50114136009-827-46	Skirt Long Wide	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	10	50114136011-996-36R	Leisure Trousers Long	1		
Sales Order	260	260	09-04-2015 00:00:00	C00000000000017	NEW CUOSTEMR	11	50114136015-996-44R	Leisure Trousers Long	1		
Sales Order	261	261	09-04-2015 00:00:00	C00000000000024	RAJAN_1	0	50114136013-996-40R	Leisure Trousers Long	1		
Sales Order	261	261	09-04-2015 00:00:00	C00000000000024	RAJAN_1	1	50114136743-996-38	T-Shirt Short-Sleeve Roundneck	1.5		
Sales Order	261	261	09-04-2015 00:00:00	C00000000000024	RAJAN_1	2	C00001	Motherboard P4 Turbo	2		
Sales Order	261	261	09-04-2015 00:00:00	C00000000000024	RAJAN_1	3	P10002	"PC - P4 2.4G, DDR 1024M, 400G HD"	4		
Sales Order	261	261	09-04-2015 00:00:00	C00000000000024	RAJAN_1	4	C00007	Hard Disk Seagate 400 GB	2		
Sales Order	261	261	09-04-2015 00:00:00	C00000000000024	RAJAN_1	5	50114136107-8789-46	Top Knitted Fabric	2		
Sales Order	262	262	09-04-2015 00:00:00	C00000000000024	RAJAN_1	0	50114136013-996-40R	Leisure Trousers Long	1		
Sales Order	262	262	09-04-2015 00:00:00	C00000000000024	RAJAN_1	1	50114136742-996-36	T-Shirt Short-Sleeve Roundneck	1.5		
Sales Order	262	262	09-04-2015 00:00:00	C00000000000024	RAJAN_1	2	C00002	Motherboard P4 Turbo - Asus Chipset	2		
Sales Order	262	262	09-04-2015 00:00:00	C00000000000024	RAJAN_1	3	50114136015-996-44R	Leisure Trousers Long	4		
Sales Order	262	262	09-04-2015 00:00:00	C00000000000024	RAJAN_1	4	C00009	Keyboard Comfort USB	2		
Sales Order	262	262	09-04-2015 00:00:00	C00000000000024	RAJAN_1	5	50114136107-8789-46	Top Knitted Fabric	2		
Sales Order	263	263	11-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	FINISHEDGOODS_01	FINISHED GOODS 01	2		
Sales Order	263	263	11-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	FINISHEDGOODS_02	FINISHED GOODS 02	1		
Sales Order	263	263	11-04-2015 00:00:00	C00000000000016	HYMAVATHI	2	C00002	Motherboard P4 Turbo - Asus Chipset	1		
Sales Order	263	263	11-04-2015 00:00:00	C00000000000016	HYMAVATHI	3	50114136020-8760-40R	Crop Leisure Trousers	1		
Sales Order	263	263	11-04-2015 00:00:00	C00000000000016	HYMAVATHI	4	50114136033-8019-38	Jacket Knit Fabrics	1		
Sales Order	263	263	11-04-2015 00:00:00	C00000000000016	HYMAVATHI	5	50114136056-595-42	Jacket Knitwear	1		
Sales Order	264	264	23-04-2015 00:00:00	C00000000000015	MADHU SUDHANA RAO	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	274	274	23-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	274	274	23-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136006-827-40	Skirt Long Wide	1		
Sales Order	274	274	23-04-2015 00:00:00	C00000000000016	HYMAVATHI	2	50114136014-996-42R	Leisure Trousers Long	1		
Sales Order	274	274	23-04-2015 00:00:00	C00000000000016	HYMAVATHI	3	50114136028-8277-42R	Jeans Long	1		
Sales Order	274	274	23-04-2015 00:00:00	C00000000000016	HYMAVATHI	4	50114136036-8019-44	Jacket Knit Fabrics	1		
Sales Order	274	274	23-04-2015 00:00:00	C00000000000016	HYMAVATHI	5	50114136057-595-44	Jacket Knitwear	1		
Sales Order	275	275	23-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136014-996-42R	Leisure Trousers Long	1		
Sales Order	276	276	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136006-827-40	Skirt Long Wide	1		
Sales Order	277	277	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	278	278	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	279	279	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	280	280	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136010-827-48	Skirt Long Wide	1		
Sales Order	281	281	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	282	282	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136008-827-44	Skirt Long Wide	1		
Sales Order	283	283	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	284	284	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136003-8389-46	Skirt Long Wide	1		
Sales Order	284	284	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136007-827-42	Skirt Long Wide	1		
Sales Order	285	285	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136009-827-46	Skirt Long Wide	1		
Sales Order	285	285	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	286	286	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136006-827-40	Skirt Long Wide	1		
Sales Order	286	286	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	286	286	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	287	287	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136005-827-38	Skirt Long Wide	1		
Sales Order	287	287	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136006-827-40	Skirt Long Wide	1		
Sales Order	288	288	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	0	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	288	288	24-04-2015 00:00:00	C00000000000016	HYMAVATHI	1	50114136003-8389-46	Skirt Long Wide	1		
Sales Order	289	289	24-04-2015 00:00:00	C00000000000024	RAJAN_1	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	289	289	24-04-2015 00:00:00	C00000000000024	RAJAN_1	1	50114136007-827-42	Skirt Long Wide	1		
Sales Order	289	289	24-04-2015 00:00:00	C00000000000024	RAJAN_1	2	50114136013-996-40R	Leisure Trousers Long	1		
Sales Order	289	289	24-04-2015 00:00:00	C00000000000024	RAJAN_1	3	50114136026-8277-38R	Jeans Long	1		
Sales Order	289	289	24-04-2015 00:00:00	C00000000000024	RAJAN_1	4	50114136033-8019-38	Jacket Knit Fabrics	1		
Sales Order	289	289	24-04-2015 00:00:00	C00000000000024	RAJAN_1	5	50114136056-595-42	Jacket Knitwear	1		
Sales Order	290	290	24-04-2015 00:00:00	C00000000000024	RAJAN_1	0	50114136006-827-40	Skirt Long Wide	1		
Sales Order	290	290	24-04-2015 00:00:00	C00000000000024	RAJAN_1	1	50114136005-827-38	Skirt Long Wide	1		
Sales Order	290	290	24-04-2015 00:00:00	C00000000000024	RAJAN_1	2	50114136011-996-36R	Leisure Trousers Long	1		
Sales Order	290	290	24-04-2015 00:00:00	C00000000000024	RAJAN_1	3	50114136005-827-38	Skirt Long Wide	1		
Sales Order	290	290	24-04-2015 00:00:00	C00000000000024	RAJAN_1	4	50114136008-827-44	Skirt Long Wide	1		
Sales Order	290	290	24-04-2015 00:00:00	C00000000000024	RAJAN_1	5	50114136007-827-42	Skirt Long Wide	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	4	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	5	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	6	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	7	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	291	291	05-04-2015 00:00:00	C00000000000024	RAJAN_1	8	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	292	292	02-05-2015 00:00:00	C00000000000024	RAJAN_1	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	292	292	02-05-2015 00:00:00	C00000000000024	RAJAN_1	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	292	292	02-05-2015 00:00:00	C00000000000024	RAJAN_1	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	292	292	02-05-2015 00:00:00	C00000000000024	RAJAN_1	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	292	292	02-05-2015 00:00:00	C00000000000024	RAJAN_1	4	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	292	292	02-05-2015 00:00:00	C00000000000024	RAJAN_1	5	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	293	293	26-04-2015 00:00:00	0101919	Madhu	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	294	294	26-04-2015 00:00:00	0101919	Madhu	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	295	295	26-04-2015 00:00:00	0101919	Madhu	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	296	296	01-04-2015 00:00:00	C00000000000033	BHARGARI	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	296	296	01-04-2015 00:00:00	C00000000000033	BHARGARI	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	297	297	02-04-2015 00:00:00	C00000000000033	BHARGARI	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	297	297	02-04-2015 00:00:00	C00000000000033	BHARGARI	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	0	50114136000-8389_01	Skirt Long Wide_01	2		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	4	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	5	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	6	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	7	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	8	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	9	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	300	300	08-04-2015 00:00:00	C00000000000033	BHARGARI	10	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	308	308	15-04-2015 00:00:00	C00000000000034	BHARGAVI	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	308	308	15-04-2015 00:00:00	C00000000000034	BHARGAVI	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	308	308	15-04-2015 00:00:00	C00000000000034	BHARGAVI	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	309	309	01-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	309	309	01-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	310	310	02-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	310	310	02-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	310	310	02-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	311	311	03-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	311	311	03-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	311	311	03-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	312	312	04-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	312	312	04-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	312	312	04-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	313	313	05-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	313	313	05-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	313	313	05-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	314	314	06-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	314	314	06-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	314	314	06-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	315	315	07-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	316	316	08-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	316	316	08-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	316	316	08-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	316	316	08-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	316	316	08-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	4	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	316	316	08-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	5	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	316	316	08-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	6	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	317	317	10-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	317	317	10-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	317	317	10-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	318	318	11-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	318	318	11-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	319	319	12-04-2015 00:00:00	C00000000000035	SENTHIL KUMAR	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	320	320	27-04-2015 00:00:00	C00000000000036	NICOLE	0	50114136000-8389_01	Skirt Long Wide_01	1		
